file	paragraph	line_start	line_end	char_count	score	snippet
003.哈尔滨（1935-1937·1到2岁）.txt	12	23	23	265	4	年过了以后，在奶奶去世第一百天那天。爷爷到庙里看给奶奶做佛事，佛事做完了，他向和尚们说：“我不会再来了，再来就是麻烦你们了！”当天晚上，大爷到我家来，陪爷爷过夜。爷爷向大爷和爸爸谈京戏，谈得兴高采烈。谈完了，要睡觉了，爸爸回到房里。不久大爷过来敲门，说爷爷说他不行了，大家赶过去，想找寿衣替爷爷穿（寿衣很多件，穿起来很麻烦。习惯是在人咽气前穿好，一咽气，就不好...
003.哈尔滨（1935-1937·1到2岁）.txt	17	33	33	497	4	爸爸名叫李鼎彝，字玑衡，生在1899年（民国前十三年），1899年是己亥年，就是戊戌政变后一年。1920年（民国九年）进入北大国文学系。那时正是五四运动后第一年，正是北大的黄金时代。蔡元培是他的校长，陈独秀、胡适、周树人（鲁迅）、周作人、钱玄同、沈尹默等等是他的老师。他的同班同学，后来较有成绩的，有搞中国文学史的陆侃如、冯沅君，有搞国语运动的魏建功，同届的同...
003.哈尔滨（1935-1937·1到2岁）.txt	20	39	39	219	5	爸爸在吉林六中有一个学生，名叫程烈，后来变成国民党中的名“立法委员”。据说当年因追求我妈，被校长我爸爸开除。师生关系中断几十年后，在台湾恢复，他的儿子程国强在台中一中也做了爸爸的学生，有一次被军训教官陷害，要开除，经爸爸力持交涉，才免于被开除。两代开除恩怨，竟成佳话。前一阵子程国强60大寿，我是不参加婚丧喜庆的，但被骗去，席上邀我讲话，我说：“幸亏当年我爸爸...
003.哈尔滨（1935-1937·1到2岁）.txt	21	41	41	399	3	妈妈生我时候，已经一连生了四个女儿，这种情形，在那时代，已经有点岌岌可危了。中国汉朝就有“盗不过五女之门”（生了五个女儿的家，连小偷都不去偷）的话，一个媳妇，不老老实实生儿子，却一而再、再而三、三而四地生女儿，这成什么话？幸亏我应运而生，使妈妈立刻从“败部复活”，帮了她的忙不少。在生我以后，妈妈又故态复萌，连生了两个妹妹，那时我在家中地位如日中天，直到最后弟...
003.哈尔滨（1935-1937·1到2岁）.txt	24	47	47	177	3	外祖母（我们叫姥姥）是一位胖太太，胖得自然不会背挺得直，老爷是衣着笔挺背也笔挺的威严人物，经常对姥姥说：“老太太，把背挺起来、挺起来！”姥姥却不太理会他。姥姥唯一理会的是老爷有爱讨姨太太的毛病。姥爷喜欢讨姨太太，本来是说说的，后来真的讨了一个回来，但是不久姨太太就离去了。姥爷还不死心，还想讨，但是不久他就死了。姥爷死后，姥姥就同我们合住，一直到她死去。
004.北京·太原（1937-1948·2到13岁）.txt	4	7	7	523	6	爸爸在1941年去太原上任，五六岁的我也去了太原。我清楚记得我坐在火车上，前往太原；清楚记得经过娘子关，自河北进入山西。火车有卧铺，自北京到娘子关的时候，已是晚上。第二天，到了太原以后，就住进禁烟局。禁烟局一进门，就是一块方形的大操场。一进门向左转，是一条走廊，走廊左边，有一间间小房子，新的水泥味道，扑鼻而来。走到尽头，再向右转，也是同样的房子。这些小房子，...
004.北京·太原（1937-1948·2到13岁）.txt	12	23	23	74	3	除了太原以外，我有一次同爸爸去了榆次和太谷。太谷是山西最早受西方文化影响的地方，我记得参观一家医院，医院中有一架人体骨骼，那是我生平第一次见到骷髅。
004.北京·太原（1937-1948·2到13岁）.txt	14	27	27	122	6	茂林后来跟我们到北京，有一天，爸爸把几只中国旧式茶碗放在桌子上，就出门了。我跑过去看，发现茶碗四周都画着光着身的男人女人，这时茂林走过来，声色俱厉地向我说：“这种东西，不准看！”弄得我莫名其妙。十多年后，回想起来，原来我看到的是瓷器上的春宫画。
004.北京·太原（1937-1948·2到13岁）.txt	16	31	31	403	5	我小时候，道学得很。我四五岁的时候，家里一部分房子分租给一家房客，房客中有一个小女儿，大家叫她小妹。我当时最大的“特怖”（taboo），就是别人说我和小妹有什么什么关系，我会立刻大发脾气，并且破口大骂。姐姐们知道我这一弱点，所以吵架时候，故意说我是“小妹丈夫”来气我。我呢，就用“大连太太”来报复（大连是大爷亲戚李德邻的儿子，是个极顽皮又厚皮的小男孩）。有时候...
004.北京·太原（1937-1948·2到13岁）.txt	17	33	33	514	3	爸爸的禁烟局长位置，后来卷入政治纷争里。原来日本华谷（？）中将很跋扈，找当时“华北政务委员会”委员长王克敏的麻烦，于是脑筋就动到太原禁烟局上面。王克敏是浙江杭州人，清朝举人，做过清朝留日学生副监督。民国以后，三度出任财政总长。卢沟桥事变后，做“中华民国临时政府”行政委员会委员长，又做“新民会”会长，成了“前汉”（前期汉奸）。到了1940年，跟“后汉”（后期汉...
004.北京·太原（1937-1948·2到13岁）.txt	18	35	35	219	6	华谷中将的做案方法是：由商人咬太原禁烟局的信科长、于秘书等贪污，再牵连到爸爸。信科长长得人高马大，在宪兵队，被日本鬼子打得皮开肉绽后，再在打破的肉上，揉上咸盐来整他；于秘书也被三上吊、灌凉水等，可是他们都不肯诬攀爸爸，所以爸爸没吃苦头。他被关了半年多，最后无罪开释。爸爸坐的日本式牢，规矩很严，白天必须盘膝挺腰，正襟危坐。由日本宪兵做禁子牢头。整整六个多月，他...
004.北京·太原（1937-1948·2到13岁）.txt	20	39	39	150	3	抗战胜利后，爸爸因为抗日抗得早、抗得拍子与国民党不对，自然有被国民党诬为“汉奸”的危险，所以不得不做一点准备，他决定在清白没被澄清以前，先躲一下，于是他就只身先回东北老家。那时候老百姓是分不到交通工具的，他只好徒步走回东北去，结果走到山海关，就被共产党给挡住，只好折回来。后来第二次再走，才走回老家。
004.北京·太原（1937-1948·2到13岁）.txt	21	41	41	241	4	爸爸在沦陷区背“汉奸”之名、做地下工作，为了安全，他并不澄清他的形象，我那时太小，也不清楚细节，我对他也一直有所误会，1961年10月10日，我写信给胡适，提到爸爸做地下工作，“可是我颇怀疑他对工作认真的成绩”。后来吴焕章签署了一封他证明爸爸清白的秘件，是写给当时国民党特务头子郭紫峻的，转到我手中，我才明白了真相。吴焕章这封秘件，最后使爸爸在抗战胜利之后，总...
004.北京·太原（1937-1948·2到13岁）.txt	22	43	43	443	8	爸爸的故事，画出了一幅谑画，就是：做为一个国民党统治下的中国人，不爱国当然不对，但是爱国不爱在嘴上，而要言行合一，可不是好玩的。——要爱国，必须得跟着国民党永远在一起才行，你要单独去爱，不论你多少功劳，结果不用“汉奸”办你，就是党恩浩荡了。爸爸的一生，痛苦的得到这一教训。因此，在日本走了、共产党来了的时候，他学乖了，他知道这回一定得抓住国民党、跟国民党永不分...
004.北京·太原（1937-1948·2到13岁）.txt	23	45	45	461	7	从我有记忆开始，我家就住在北京东城内务部街甲44号，那是沈铭三（一般人叫他沈二爷，我们晚辈叫他二太老爷）租给我家的房子，我们前后住了十年。我在内务部街甲44号的最早记忆是：一天晚上，飞来一只受伤的鸽子，我们把它包扎好，伤养好后，它也不再飞走了，就成为家里的一员。不料一天被猫扑上去，把它咬死了，我们都很伤心。那时家里不能不养猫，因为房子很旧，老鼠太多。老鼠猖獗...
004.北京·太原（1937-1948·2到13岁）.txt	24	47	47	212	4	我6岁时候，得了慢性盲肠炎。一开始是肚子痛，家里人以为是普通毛病，替我用热水袋去腾，结果愈腾愈严重，脓化开了，成了腹膜炎。爸爸感到情况不对，请关颂韬大夫来看，关大夫是北京协和医院外科主任，是中国第一名医，他断定是盲肠炎，必须开刀。听说肚子上要开刀，全家一致反对，爷爷、奶奶、姥姥等都坚信中医可以看好，为什么要给西医动刀。大家七嘴八舌，使爸爸也感为难。幸亏关大夫...
004.北京·太原（1937-1948·2到13岁）.txt	25	49	49	106	3	我住进东华医院，开刀那天，医生把哥罗仿按住我鼻孔，叫我跟他数数字，我跟他数到三十多，才麻醉过去。开刀打开一看，盲肠已烂，割下后为了清脓，插入两条皮管，不能封口，拖了二十多天，才能下床，下床时已经腿软得不能走路了。
004.北京·太原（1937-1948·2到13岁）.txt	30	59	59	550	8	我是1942年7岁时候进新鲜胡同小学念一年级的，当时我在家娇生惯养，胆子很小，初次上学，颇不习惯，所以由茂林陪我。他站在教室窗外，跟我保持隔窗遥望的照应，我一边听级任老师上课，一面紧张地看着茂林，心有二用，绝不大意。一年级级任是位姓师的女老师，戴着没边的眼镜，和蔼可亲，人也漂亮。那时没有什么幼稚园，一念书就是小学一年级，我记得第一课只有三个字——“天亮了”。...
004.北京·太原（1937-1948·2到13岁）.txt	31	61	61	217	4	1943年8岁进二年级，级任是位姓崔的男老师，是个非常刻板的人，沉默寡言。永远是一袭旧“阴丹士林”蓝布长袍，进教室后先不说话，而是拿出鸡毛掸子，清除讲台桌椅，他清除得很慢、很规律，包括每一条桌面下的边，都不放过。他清理过程一言不发，我们全班也一言不发，看着他天天大扫除。如今回想，此公大概有点洁癖。崔老师书教得不错，只是太严肃了。我记得他骂过我一次，说：“李敖...
004.北京·太原（1937-1948·2到13岁）.txt	32	63	63	186	6	新鲜胡同小学因是古宅老屋，颇多鬼怪传说。我只有一次奇遇。二年级一天上课的时候，我坐在教室左后角的最后一个位子上，突然全身似为鬼迷，神智清楚，可是不能动弹，好一阵子才过去，至今记忆犹新。30年后，我睡在警总军法处地板上，半夜忽醒，又有此一现象，我知道这是一种“梦魇”（nightmare）经验而已。我生平不信怪力乱神，但新鲜胡同小学的许多教室，倒颇有一股阴气，有...
004.北京·太原（1937-1948·2到13岁）.txt	40	79	79	879	5	在唱《好大的西北风》的季节里，教室里冻得要命，只好一个教室一个火炉，但是学校只供应火炉，燃料是供应不起的。燃料由全班同学每人每天带煤来。生火是由全班最早到的同学负责。一般北京人的炉子，有两种，一种是烧煤块的，用于洋炉子，冬天取暖用，上面也可烧开水之类；一种是烧煤球的，用于土炉子，四季皆用，可以做饭、取暖。这种炉子，生火时候，要在院子里，早晨零下几度，在院子里...
004.北京·太原（1937-1948·2到13岁）.txt	41	81	81	245	5	日本人侵略中国，在台湾，在东北，都从小学一年级起有日文课；在华北，则从小学三年级起。当时每个小学都有一名日本顾问，新鲜胡同小学日本顾问叫“施掘”（？），我们给他外号，叫“屎橛”。这个日本人态度还友善，写了一手日本体的好毛笔字，经常写出来，做为每周重点。我记得他写过“姿势”两字，贴在布告栏上，要大家注意“姿势”。教我日文的是一位男老师，我那时恨日本侵略中国，不...
004.北京·太原（1937-1948·2到13岁）.txt	42	83	83	701	4	1945年10岁进小学四年级，抗战胜利了。在沦陷区生活八年的遗民，自然渴望重光的一切，我们这些做小学生的，也不例外。这时候，一个最优秀的小学生出现了，他的名字叫詹永傑。詹永傑长得极好，圆圆的脸、红红的脸蛋、一对又大又亮的眼睛、一张能言善道的嘴巴，突然脱颖而出，在四年级的班上，风靡了我们。原来詹永傑知道最多的八年来被封锁的一切，他会背《国父遗嘱》、他会读《三民...
004.北京·太原（1937-1948·2到13岁）.txt	49	97	97	324	4	国民党趁抗战胜利的威风之一，是所谓北平市教育局局长王季高来视察，全校学生都恭迎如仪，不在话下。这位局长大人，在共产党围城前夜，曾先开溜。原来围城前，国民党在当地的头子傅作义，宣称“誓与北平共存亡”，为了表示“共存亡”的决心，上上下下，谁都不许走、不许开小差、不许逃难，同时在城内加做市内机场等，决心表演得煞有介事。可是王季高洞烛机先，看到所谓“誓与北平共存亡”...
004.北京·太原（1937-1948·2到13岁）.txt	51	101	101	527	6	1946年11岁进五年级，算是“高小”，共有甲乙丙三班，我分在丙班，就是五丙。五丙教室是全校最后面的一间教室，隐蔽而阴森。级任老师是王恒庆，是一位乐观、口才好、又循循善诱的好老师，她除了生小孩时候由她哥哥代课外，一直跟我们到六丙以至“高小”毕业。她在正课以外，还教我们念《陋室铭》《归去来辞》《桃花源记》《秋声赋》《卖柑者言》等古文，这些古文我至今能背，都得力...
004.北京·太原（1937-1948·2到13岁）.txt	52	103	103	190	4	教劳作的老师外号“老头”，是齐白石的学生。他宿舍里琳琅满目、艺术奇珍甚多。他教我们刻印，第一次我刻“竹报平安”四个字，刻得不错。有些顽皮的男生不肯刻，只用朱笔偷偷描成印文，去骗“老头”。“老头”一看，劈头就揍。顽皮的男生们个个恨他，在劳作课前，常常用毛笔画“打倒老头”图文在镜子上，再用镜子反射日光照在墙上，好像电影一样，全班大笑。不久“老头”进来，追查此事，...
004.北京·太原（1937-1948·2到13岁）.txt	53	105	105	698	4	最令我魂牵梦萦的，是在新鲜胡同小学中，有我神秘的初恋。这女孩子叫张敏英，北京人，长得清秀脱俗，长形的脸，眼睛不大，但是晶莹而有灵气。她身材高瘦、性情温和，是最最可爱的小女生。功课也好，尤其写了一手好字。我最初感到她的存在，是在四年级的时候，她在我隔壁班上。五年级后，她和我同分到五丙，老师排座位，一度还并排在一起，令我感到一种莫可名状的快乐。六年级后，她和我较...
004.北京·太原（1937-1948·2到13岁）.txt	54	107	107	212	3	1948年13岁，小学毕业了。毕业前碰上姥姥去世，所以我对张敏英和其他同学都在意料之外没有再见了。直到四十年后，小学同学章棣和随中央交响乐团来台，他是团中的首席双簧管，带来了詹永傑的问讯，我才跟永杰恢复了联络。永杰初一就加入了中国共产党，现在做到大学教授，和深不可测的神秘中央大员。我看到他们和鲁老师的合照，顿觉往事历历、恍然如昨。我侧面打听张敏英在哪里，但是...
005.上海（1948-1949·13到14岁）.txt	2	3	3	258	4	1948年暑假后，13岁的我进了北京第四中学初一上，那时我计划写一部《东北志》的书，并开始收集资料，从谢国桢的《清初流人开发东北史》到张纶波的《东北的资源》、郑学稼的《东北的工业》，乃至于外人写的《日本在满洲特殊地位之研究》等等，都在我收集之列。——一个初一学生，有这种水平与气魄，洵属罕见。有这种程度的少年人，其骄傲自负，也洵属当然。不过我的骄傲自负，都在我...
005.上海（1948-1949·13到14岁）.txt	3	5	5	312	6	可惜搂“潘金莲”的好景不长，国民党在北方的局面江河日下，北京岌岌可危，爸爸这次学乖了，决定全家逃难。他计划分四批南下：第一批是爸爸自己，他先到上海打前站。他在东北时候，曾帮了一位台湾朋友翁镇的大忙，翁镇回到台湾，写信来劝为什么不直接去台湾呢？爸爸说他判断国民党虽战败，但剩余的力量，谅可维持和共产党“隔江（长江）而治”的局面，所以逃到上海，就差不多了。此外，另...
005.上海（1948-1949·13到14岁）.txt	4	7	7	334	3	爸爸是坐飞机到上海的，接着妈妈、大妹、小妹、弟弟、老吴（跟了我们一二十年的老佣人，一位无家可归的老太太）第二批，也坐飞机到上海；然后是三姐、四姐。我第三批，为了省点钱，转到天津，坐轮船到上海；大姐、二姐原排在第四批，因为大姐刚考上辅仁大学医学系，刚选上系花，正在高兴；二姐在贝满女中念高三，毕业在即，认为可晚一点再走。这一决定，主要是四姑父的缘故。四姑父叫丁锡...
005.上海（1948-1949·13到14岁）.txt	7	13	13	236	5	在天津，最后等到了一班船——锡麟轮。在码头上，已经是一片乱局。许多伤兵聚集在那里，五叔和一位伤兵谈战局，敬了伤兵一支烟，伤兵感谢得溢于言表。那是我唯一一次看到战乱下的苦难百姓。伤兵口中的国共之争是内战、是兄弟之战。其实，要说内战、说兄弟之战，可有比这更具体的。当时河北省东边有两个兄弟，哥哥被国民党拉去当兵了，弟弟被共产党拉去当兵了，结果竟在战场上相对开枪，互...
005.上海（1948-1949·13到14岁）.txt	8	15	15	140	3	锡麟轮很小，我生平第一次坐轮船，不断地在甲板上张望。船开出渤海，经过山东，远远的一片大陆，引起我一番对比：半个世纪前，爷爷那一代从山东北上，出发到东北；半个世纪后，我们这一代却绕山东南下，出发到江南。好像爷爷那一代的努力，都完全作废了，陶渊明“根株浮沧海”的诗句，正是准确的预言。
005.上海（1948-1949·13到14岁）.txt	12	23	23	466	6	注册以后，2月15日开学，一上课我就傻了，因为老师学生多讲上海话，我不懂上海话，使我非常不方便。尤其英文课，上海地区小学就念英文，英文课本是沿用几十年的“英文津逮”，内容比北京四中的“正中英语”深，我简直跟不上。英文老师是女的，讲的一口又快又阿拉的上海话，这下子我英文不懂上海话也不懂，上课时候简直受罪。幸亏每天回家爸爸为我恶补，过了一阵，总算稳住局面。在班上...
005.上海（1948-1949·13到14岁）.txt	13	25	25	1251	12	在上海那段日子，我专心念书，没有任何游乐，我没去过电影院，只是应邀去了一次王家桢家。王家桢字树人，吉林省双城县人，是张学良走红时候的红人，他早年在北大念书后转日本庆应大学，1930年做外交部常务次长、1931年出席国联、1945年出席联合国成立大会，国民党抗战胜利接收东北时，做东北生产管理局局长。他的太太是我老姨父李子卓的妹妹，算是和我家有一点“诛九族”也诛...
005.上海（1948-1949·13到14岁）.txt	14	27	27	667	5	可是，马占山将军的孤军抗日，显然使不抗日的蒋介石进退维谷、显然抢了蒋介石的锋头，而为蒋介石所不喜。所以，他虽是第一号民族英雄，但一直被冷冻，被迫害；他的手下，从东北撤到新疆的时候，被残杀。抗战期间，他遥领黑龙江省主席，实任东北挺进军总司令，驻节在陕北榆林和绥远五原。蒋介石歧视他，使东北挺进军只有两三千人，装备之差，首屈一指。抗战胜利后，蒋介石私心自用，没道理...
005.上海（1948-1949·13到14岁）.txt	15	29	29	307	5	我家转到上海后，王家桢一家也转到上海。大弟、小弟约我去玩，三个小男生参观了全国最高的国际饭店、金门大厦，大概上下电梯多坐了一两次，引起开电梯的上海佬怒目相向，上海佬的势利眼，我至今记忆犹新。王家桢请我吃饺子，王伯母最后留下盘中的三个饺子不吃，说要留在盘子里，吃光了太难看。王家桢手不释卷，那天他手中拿着的一本厚厚的翻译小说，是文化生活出版社翻译的。此公面貌不凡...
005.上海（1948-1949·13到14岁）.txt	16	31	31	891	8	我在上海唯一常去的地方，就是商务印书馆等几家书店。我早在北京时候，就对商务印书馆等几家书店向往不已，到了上海，亲自去看，十分过瘾。商务印书馆楼上有风渍书大廉价，每本书后面盖个蝴蝶图章，证明为廉价品，我买了不少，大部分是“现代问题丛书”和“新时代史地丛书”。去这几家书店，我必须过桥进入黄浦滩，有一天早上，我在黄浦滩边目击了抢购黄金的热潮，那幕镜头令我终生难忘。...
005.上海（1948-1949·13到14岁）.txt	17	33	33	555	4	金圆券发行不到三个月，11月11日，蒋介石政府全无办法了，出尔反尔，又准人民持有金银外币了，并同意以金圆券兑回，但是比率却高于三个月前政府买进的五倍！用的是抗战期间黄金储蓄和美金公债的老套，失信于民，自不消说。但是老百姓即使大吃亏特吃亏，也宁要黄金，不敢再领教金圆券。于是，向黄浦滩中央银行挤兑黄金的大浪潮，就立刻展开。上海那时戒严宵禁，老百姓只好在头天晚上，...
005.上海（1948-1949·13到14岁）.txt	18	35	35	1182	9	由于战乱遍地，一群群最教人痛苦的受害者出现了，那就是难民中的难童。难民们在大江南北逃难，许多难童在逃难中丢掉了，流落在都市街头。据1949年上海《大公报》统计，慈善团体光在1月9日那天，就收到小孩尸体155具！10日那天，又收到166具！这真是惨绝人寰！当时漫画家张乐平以难童为主题，画了《三毛流浪记》，引起大众的重视。宋庆龄在4月4日以“中国福利基金会”名义...
005.上海（1948-1949·13到14岁）.txt	19	37	37	307	5	1949年1月10日，历时66天的淮海战役（国民党叫“徐蚌会战”）结束，国民党大将黄维、杜聿明等先后被俘。整个江北已经全部失守。局势的突变，使爸爸对国民党能守江南的信心，大为动摇，国民党欲求隔江而治皆不可得了。那时候人人逃难、家家逃难，爸爸的北大老学弟张松涵全家，也搬到我家楼下。张松涵是兴安省政府教育厅长、太太戴树仁是国大代表，跟国民党渊源都深，准备逃到台湾...
005.上海（1948-1949·13到14岁）.txt	20	39	39	169	3	当时上海已经是用银元的天下，银元有袁世凯像和孙中山像之分，叫“袁大头”“孙小头”，民间自动变成了银本位，金圆券没人要了。市面上的情形是“大头小头，叮叮当当”。爸爸和我在市面上加入客串银元黄牛，兑到船票票价，到船公司抢购，居然买到中兴轮的甲板上船票，非常高兴。上海的房子，以买价的十分之一大廉售，居然也卖掉了。于是一切准备停当，准备再逃难。
005.上海（1948-1949·13到14岁）.txt	21	41	41	118	3	上船那天晚上，中兴轮全轮上下，已经挤得颇有黄浦滩挤兑黄金的密度，我背着我的藏书，终于挤上了船。当晚就睡在甲板的行李上。第二天清早，船开了，六叔赶来挥泪招手，就这样的，船慢慢开出崇明岛，远处已经依稀有炮声可闻。从上海到海上，我们又逃难了。
006.台中（1949-1954·14到19岁）.txt	23	45	45	84	3	可见来台当时一家九口，处境的艰苦。最值得注意的是到了台湾，他还要“屯积”白面、白米、杂粮、木炭，这种无安全感，足可跟流亡上海时辉映。在上海1948年初的“屯积”数字是：
006.台中（1949-1954·14到19岁）.txt	65	129	129	653	5	当时台中一中校长是外号“金乌龟”的金树荣，福建林森人，46岁，他在1945年12月1日就到一中了，是接收大员，资格最老，热心办学，人也有霸气。当时一中师资集一时之盛，其中刚从大陆逃难来台的老师不少，这些人有的在大陆“此马来头大”，但是逃难到台湾，求食而已，一切也就没话说。例如程东白老师，45岁，辽北开原人，学历是日本明治大学法学士，经历是辽北省教育厅长，但在...
006.台中（1949-1954·14到19岁）.txt	66	131	131	202	5	在一中念书，每天与爸爸一同出发，由台中西区走到北区，中午就在学校吃便当。由于我们从没见过便当盒，所以买的是一组上下多层的圆形饭盒。第一天上课时，我背着书包，提着上下多层的怪物进教室，惹得全班大笑，说这个“阿山”（指外省人，有奚落之意）原来是饭桶，不然怎么吃这么多，当时我看到同学的便当原来只是长方形的一小盒，饭菜皆在其中，反观我的上下多层怪物，却像吃酒席、吃大...
006.台中（1949-1954·14到19岁）.txt	67	133	133	118	3	进一中以后，班上春假要远足，我因早在大陆就耳闻日月潭之名，乃提议去日月潭，全班一致通过。回家向爸爸伸手，爸爸说：“我们家早起刷牙，买不起牙粉，更买不起牙膏，只能用盐水刷牙，哪有余钱去日月潭呢？”于是，全班在日月潭日月潭，我在家里日月潭。
006.台中（1949-1954·14到19岁）.txt	68	135	135	226	3	初二时候，童军老师王福霖选拔优异学生参加菲律宾的童军大会，找到我，要我缴头戴童军帽的照片应征，那时我穷得没钱照相，乃找出在大陆的一张旧照，用毛笔画上一顶帽子交差。不料画好了，横看竖看都像戴着帽子照X光，帽里的脑袋发生排斥作用，老朝外透，跟帽子打架。愈看愈不敢亲自送，乃央求班长陈正澄（后任台大经济系主任，又讲学于日本，是名经济学家）代递。害得正澄和我的现代画，...
