file	paragraph	score	markers	text
010.史坚如和他的口供真相.txt	11	11	后来|说|炸|供词|革命	秦孝仪发行、近代中国出版社出版的《先烈先进图像文物集珍》（第一辑）中有史坚如供词图片，上有“泼墨”，说是“先烈被捕后之供词，因语多诋满，清吏泼墨掩盖”，事实上，这是不正确的。据陆丹林《革命史谭》，明说后来辛亥光复，供词原稿，由毛文明在南海县署档案中寻出，转交高剑父。剑父以这张供词，是由县署书记笔录，虽有史的指模和埋炸药布置的地图，但当时为着环境关系，笔记的自然有些不尽不实和掩饰的话杂入。然而这种珍贵史实，又不忍把它湮没不彰。于是在制版发表《真相画报》之前，因利乘便，随手就把红油墨泼在供词上，使一部分不妥的句语，给油墨所掩没，外间不知原委的，估量是史烈士的血迹所染，那是猜错了。”陆丹林这一记述，得自亲闻于高剑父，当可确信。
011.北京召开“辛亥革命烈士彭家珍学术研讨会”志感.txt	5	11	答|曰|死|炸|刺	以此商诸同志，众虑其谋太险，徒死无益。家珍慨然曰：“赴义岂能 相强，我一人为之可矣！”遂偕杜黄裳、赵铁桥、陈宪民数人入京，税居中西旅社，求良弼小照得之，至十二月初六日，始探悉清室内廷于是月初八日假腊八赏赐喇嘛恩粥典礼，召集诸亲贵密议南北战事，默计机会难得，遂避人作绝命书寄诸同志，并嘱其仆伍焕章次晨将衣物运津交民意报馆，及期乃服标统制服，身佩军刀，乘车诣金台旅馆，言自沈阳来，因军事来京，怀出崇恭名剌予之，遂命车入前门，先至军谘府及良弼旧宅，均不遇，复诣红罗厂良弼新宅，阍人答赴摄政王府未归，乃趋候门外，有顷，良弼施施而来，遂回车踵之。甫入门，弼下车，家珍亦下，出崇恭剌求见，弼曰：“夤夜至此，胡匆迫乃尔。”家珍趁其不备，掷一弹未中，又掷之，轰然一声，阶石尽裂，良弼被炸断左股，晕绝卧地，弹触石反射，家珍头部重伤而殒，同时毙命者有弼卫兵八人、马弁一人，良弼久始苏，唤其教读康撰瞿至，谓之曰：“我辈军人，死何足惜，吾见政府不可为，故组织宗社党以图挽救，今我死，清室亦亡，刺我者真知我者也！”长吁一声，血涌而逝。
015.砸掉那铜像！.txt	107	11	最后|问|答|曰|杀|入狱|革命	……案仆入狱数日，足下来视，自述见俞明震屈膝请安及赐面事。又述俞明震语，谓奉上官条教来捕足下，但吾辈办事，不可野蛮，有释足下意，愿足下善为谋。时慰丹在旁问曰，何以有我与章先生？足下即面色青黄，嗫嚅不语，须臾引去。此非独仆与足下知之，同系者尚有钱葆仁、程吉甫辈，可复问也。仆出狱后见汪君允中。允中曰，前与俞明震赌骨牌为戏，微及《苏报》案事，明震亦于色有自悔状。仆见日亦往东京，不复多语。至最后，足下献策事，则张鲁望言之，鲁望语不知得自传闻，抑亲闻诸俞明震者。但仆参以足下之屈膝请安，与闻慰丹语而面色青黄，及允中所谓明震自悔者，有以知鲁望之言实也。足下既作此鬼蜮事，自问素心，应亦惭惶无地。计穷词屈，乃复效讼棍行径，以为造膝密谈，非人所晓，汹汹然驰书诘问。足下虽诘问，仆岂无以答足下哉？适扬之使愈彰明耳。是非曲直，公道在人。无则言无，有则言有。仆于康梁诸立宪党，诋諆未尝过甚。今于无政府党如足下者，摘发奸宄，如彼其至。盖主义之是非与心术之是非，二者不可同论。且以败群之羊，不可不摈。普天同志，犹未分明。故不得不明着表旗，以示天下。岂以个人之私怨而诬足下哉？呜呼，外作疏狂，内贪名势，始求权籍，终慕虚荣者，非足下乎？康长素得志时，足下在北洋拜其门下，而称弟子，三日自匿。及先生既败，退而噤口不言者，非足下之成事乎？为蔡钧所引渡，欲诈为自杀以就名，不投大壑，而投阳沟，面目上露，犹欲以杀身成仁欺观听者，非足下成事乎？从康长素讲变法不成，进而讲革命。从蔡孑民讲革命不成，进而讲无政府。所向虽益高，而足下之精神点污，虽强水不可浣涤。仆谓足下当曳尾涂中，龟鳌同乐。而复窃据虚名。高言改革，惧丑声之外露，则作无赖口吻以自抵谰，引水自照，当亦知面目之可羞矣。……
015.砸掉那铜像！.txt	140	11	不料|问|答|说|逃	⑤《东方杂志》第三十三卷第一号。蒋维乔这篇掀吴稚晖底牌的文字，王云五为了怕得罪吴稚晖，曾请吴稚晖即期答辩一下，所以吴稚晖的《回忆蒋竹庄先生之回忆》，就同时问世了。据曾虚白《吴稚晖先生是一位标准好记者》（《中央月刊》第二百七十期）透露，这一内幕如下：“王云五先生在四十八年世界社六十周年社庆的演说中，暴露了稚晖先生做文章取之不尽的宝库内容。据说云五先生主持《东方杂志》编政的时候，发现有一篇文章有攻击稚晖先生的地方。为了求证起见，他请稚晖先生也写一篇文章说明自己的立场。稚晖先生虽答应了，云五先生以为来文一定要等十天半个月，不料到了第三天，稚晖先生洋洋洒洒一万多字的长文就送到了。”据王云五在吴稚晖九九诞辰纪念会演辞，说：“竹庄某次为《东方杂志》写来一篇有关中国教育会往年的文章，对于稚晖先生颇有不谅之词。我恐怕与事实不尽相符，因将原文送请稚晖先生一阅，询其有何意见。稚晖先生为人谦虚是大家知道的，但要说的话却不肯放过。他当时答复我固非常客气，且劝我尽管刊登蒋文，但他希望能有机会另写一文，以明真相。如果本期东方杂志来得及，他准备与蒋文同时刊出，万一来不及，则蒋文可先发表，他的文章下一期发表也无妨。我当时认为得候几个月，想不到再过三日，稚晖先生的文章便写成寄到。”吴稚晖这篇文字，在国民党逃到台湾后，曾于1964年3月，由吴则中辑《稚晖先生一篇重要回忆》一册，在世界书局出版。封里有“‘非有此文陈迹不免湮没’引蔡孑民先生语”等十七个字，这显然是国民党移花接木的把戏。因为蔡元培这句话，乃是1935年8月8日给蒋维乔信中的话，原信如下：
015.砸掉那铜像！.txt	162	11	说|逃|死|入狱|革命	(23)《苏报》案中献身革命的人，在革命成功后，被“同志”给出了局的，也大有人在。《苏报》主人陈范（梦坡）父女就是一例。章士钊写《〈苏报〉案始末记叙》，说报毁之后，梦坡十年亡命，困踬以终，不闻有何怨言。且其倾赀扶助革命之精神，始终如一。《国民日日报》受窘，其女撷芬手挈家中仅存之番银二百版，含笑而至。此老父女之厚德可风。惜吾党知之者不多。”蒋维乔《中国教育会之回忆》中说：“《苏报》案中，拿办六人，除章邹入狱外，余四人，或逃或避，唯陈梦坡虽逃而受祸最酷。《苏报》馆产业被没收，儿子失踪，家破人亡。民国二年，梦坡回国，欲运动发回报馆产业而不可得，卒穷死于海上。”这类国民党忘恩负义的事，我们同样不可忘记！
017.《全盘西化的理由》前记.txt	77	11	有一次|一天|说	衣、食、住差不多是人生物质生活的要件。没有到外国的人，也许不觉得我们的生活的简陋，然一到外国的人，总免不得要觉到我们的生活，若不客气来说一句，这是未完全开化的生活。“欧洲没有穷人”，一位住在欧洲好多年的朋友有一次这样的对我说。其实，我们看欧洲报纸，见得欧人天天都在那边说得他们的穷况，何等不利害，然而平心来说：欧人所谓穷，是没有舒服，中国人的穷，是穷到非人的生活。我们不要远跑，只在上海、北京、广州附近的地方看看，便能了然，这些人一天二餐还没法子去弄好，说什么来和欧洲人比较？
005.中国式谈判.txt	9	10	最后|说|杀|谈判	这样纠缠不清，拖了四十年。清朝大帝国的第二任皇帝康熙，终于忍不住了。1689年，康熙皇帝派出了八千官兵，浩浩荡荡，走了一个半月，出现在尼布楚，与俄国谈判。谈判要带这么多的人，外交史上可说破天荒。俄国人弄糊涂了，他们搞不清中国人到底要打仗还是要议和。俄国的代表因为交通不便，迟到了二十天，弄得空气更是紧张。最后协议面对面开会，双方各带七百六十人参加，但其中五百人须留在场外，只各带二百六十人入场，站在双方代表身后。俄国人不喜欢这样子，但是中国人坚持，只好这样。中国人谈判，喜欢拿武器的人站在身后，那样谈才过瘾。中国人觉得情势不利，谈判代表愈少愈好，少到最好一个人去，所谓“单刀赴会”；如果一旦情势有利，就喜欢全体出场，人人都是代表，有参与感。中国人谈判，有时候甚至自带水瓶，不喝对方的水，以免中毒。中国人在谈判上多疑，因为中国历史习惯上很喜欢杀谈判代表，虽有“两国交兵，不斩来使”的古训，但有的人认为对方太可恶了，杀一个少一个，所以照斩来使不误。或割掉来使的耳朵鼻子之类放回去，表示警告与泄愤。至于对方是否也会斩割中国的来使以为报复，中国人不大管。中国人有他单行道的国际公法，中国人不管那么多。
010.史坚如和他的口供真相.txt	8	10	不料|结果|问|说|死|炸	史坚如一击不中后，决定重来一次，乃找同志胡心泉计划。胡心泉以此案发生，清廷必下令限期破案，力劝史坚如火速离开广州，暂避风头。可是那天适为星期日，轮船停驶，不能离去；而各要道码头，已遍布暗探兵勇。次晨九月初七日（1900年10月29日），史坚如准备搭船赴港暂避。不料行近港船码头时，忽被介字营勇拦路截阻，不问情由，把他拥入轿中，一溜烟抬到督署，番禺县令裴景福亲率衙役在他身上搜查，搜出德文炸药配制法单一纸，又传后楼被炸人刘某到署指认。裴景福见已抓到真据实犯，想借此穷讯党情，大捕党羽，便对史坚如故示优礼，不用刑具，仅派兵勇严密看守，日以甘言蜜语，诱他供出党内实情。史坚如自分必死，绝不连累同志，每天在狱中嬉笑玩弄，状若无事。审问时，只说自己谋炸德寿是实，不言其他。如此审问好几次，毫无结果。裴景福知其不可动，便用刑求，可是史坚如不发一言。裴景福又提出一名单，上列四十余人，多为党中有声望者，迫令供认。史坚如复摇头佯作不知，虽被用尽非刑，如拔去手足指甲，用火烫烙等等，终未供出。到了九月十八日（1900年11月9日），就被绑至天字码头斩首，时年二十一岁。
011.北京召开“辛亥革命烈士彭家珍学术研讨会”志感.txt	7	10	故事|死	我们回想八十年前志士仁人的自我牺牲故事，使我们深切感到：要皇帝和“老贼”退位退职，他们用的方法是那样干净利落、那样勇往直前。他们不来什么呼号、抗议、静坐、绝食，更不会学日本浪人头戴布条做什么民主死亡的治丧秀。他们身为大丈夫，做的是大丈夫的事，要反对就光明磊落慷慨激昂的反对。反看今天的台湾大小英雄，所作所为，全是粉拳绣腿的小把戏，非但不是大丈夫，连小丈夫都赶不上，女人女人女人女人而已！
013.乱世陈家泪.txt	10	10	说|杀|死|革命	窃十年前鼓吹革命时代之党狱，首先昭著于海内者，莫如癸卯之《苏报》案。缘《苏报》主人陈范，本筮仕于前清，忿政治之不良，遂于上海张园，屡次开会，演说革命，并刊其词于《苏报》。适清吏严密侦访。乃与章炳麟、邹容等著书倡变，在癸卯闰月初旬同遭捕拿。陈范号孟坡，牒中并开两名，构之甚急，由其子陈颂麒代赴法庭，始得亡命日本。然《苏报》及陈氏私人之财产价值累万，均遭上海道收没。其子颂麒系狱数月。出狱未久，即因挫折殒丧。陈范流亡海外，窜伏穷乡，骨肉远离，饥寒忍受，如是十年。迨癸亥义师既起，随湘桂联军总司令部于役武昌，始见天日。共和告成，遂隐上海。经沪军都督陈其美调查上海道所没《苏报》财产，已辗转移拨散失净尽，无可追还。止面允移咨江苏都督程德全，俟公款饶裕时，酌量赔补。陈范以流离困厄之身，已衰老不胜职务。孤寄海上，衣食不能自给，情殊可悯。当《苏报》案发之际，与陈范同以言论得罪，为清督魏光焘所侦。元培等则适在《苏报》编辑部主事，目击陈范父子之受祸。 故虽《苏报》巨案昭彰于耳目，元培等又特据向日所亲见者为之证明。查政府公报所载临时稽勋局暂订赏恤章程，属于特别劳绩之甲项第二条有云：“因出版书籍及新闻杂志，鼓吹革命，为前清政府所戕杀及幽毙或放逐访拿者。”又第七条有云：“在本国或海外开会演说革命宗旨，成效卓著，为前清政府所拘而戕杀，及幽毙或徙放，及悬重赏访拿者。”陈范实因开会演说革命，又借新闻鼓吹，震动海内，至遭悬赏访拿。革命言论之实效自此案而彰。流亡至于十年，其子因系狱挫折而死、其产为官中收没而尽，情节颇觉郑重。核与稽勋局所定此项特别劳绩，应授九鼎勋章之例相符。其子陈颂麒因《苏报》案代父系狱，挫折身死。现存寡妻亦可比照该局所定恤金表中刑毙等一条之例。酌量给恤。是否合例？伏求大总统饬将等所呈陈范、陈颂麒当日受祸情形，交临时稽勋局审核批示，实为公便。至《苏报》财产，查赏恤章程，并无给偿之例。仍应俟江苏都督或酌量情形，优予优补。此次应可免予开列损失清单。故元培等亦不复羼续，不胜屏营之至。
015.砸掉那铜像！.txt	116	10	答|曰|骂|入狱|告密|革命	其后吴敬恒尝因章炳麟于所撰《邹容墓碑》文中有涉及敬恒当时诣俞明震处告密事。因之敬恒与炳麟往返累万余言，呶呶不休。敬恒谓邹容等皆避地，炳麟意不屑，既静待引拘，复于捕房作书招邹容与龙泽厚，遂赫然留《苏报》案于人间。而炳麟答称：《革命军》为邹容所著，渠实序之，事相牵系，不比不行。炳麟既入狱，非邹容证明，则《革命军》之罪案将并于炳麟一身，是故以大义相招，期与分任。而邹容亦以大义来赴，使邹容不为麟事，岂欲自入陷阱？龙泽厚虽以他事见捕，而人证未具，则狱不速决。狱不欲决，则炳麟与《苏报》馆中三子将永系于捕署之中，是故亦以简邀龙氏。又曰：昔吕安、嵇康辞相引证，谓但知汉士先贤有此成例而已，安知所谓落水求伴者哉。又述“敬恒不当唆使爱国学社诸生抵邹容之门，抛砖骂詈云云。章某已入狱，尔不入狱为无耻”云云。则邹容之入狱，又是敬恒之所致矣。
015.砸掉那铜像！.txt	131	10	最后|答|说|入狱|铜像|革命	当章太炎为革命入狱的时候，他写《狱中答新闻报》（1903年7月6日《苏报》），最后说：“去矣新闻记者！……天命方新，来复不远，请看五十年后，铜像巍巍立于云表者，为我？为尔？坐以待之！”
015.砸掉那铜像！.txt	152	10	说|骂|刺|革命	一般留日的学生听到这个消息，都感觉十分痛快！因为在这个时期，剪掉发辫便是表示反抗满清。所以国内一般人民把剪掉辫子的留学生称作“革命党”，甚或骂作“假洋鬼子”或“里通外国”之类。他们剪掉姚某的辫子，是对忠于满清的姚某一个天大的讽刺，也可说是一种侮辱！
016.谁忠谁奸.txt	5	10	问|说|死|冤	在忠奸问题底下，古往今来，不知有多少人盗得大名，也不知有多少人横被恶名了。如法国的“德赖弗斯事件”（The Dreyfus Affair），德赖弗斯于1894年被诬卖国，被判无期徒刑，幸赖文豪左拉等写《我控诉》（J' accuse）等文为他洗刷，于1906年才得免罪，然而直到1930年“斯威兹可本文件” （Schwartzkoppen's papers）公布，德赖弗斯的清白才完全澄清，可是时间已在沉冤三十六年之后；又如中国宋朝的“岳飞事件”，男主角却没有这位法国将军的好运气，岳飞生前不但冤死狱中，死后拖了七十年，才算“还我清白”完毕。岳飞的孙子岳珂在《吁天辩诬通叙》里，曾有一段话说：
016.谁忠谁奸.txt	10	10	最后|说|死|冤	“时间的因素”，从某些方面来说，有不少运气和残忍的成分，前面举出的德赖弗斯，如果他本人活不到七十六岁的高龄，他就无法在死前五年获得完全昭雪的机会；更鲜明的例子是日本“吉田石松事件”，吉田石松从1913年起，就坐冤狱，一坐坐了七千八百八十天，出狱时候已五十七岁，那时候已是1935年，正好是德赖弗斯死的那一年。吉田石松出狱后一直要求平反，直拖到 1964年，政府才正式宣布他是无辜的，当时他双手上举，两眼全是泪水，他已经八十四岁了！他含冤难复，前后长达五十一年，最后他终于“贏”了，在他有生之年“赢”了，这是何等运气！又是何等残忍！
008.此非彼辈所能知也！.txt	2	9	结果|最后|说	鸦片战争以后，中国的有识之士，开始觉悟到西方的现代文明才是中国的真正威胁。这种觉悟，首先是从西方的船坚炮利开始的。鸦片战争的“祸首” 林则徐在被发往新疆“效力赎罪”①的时候，写信给一个朋友，指出西方的大炮太厉害，我们的打不到他们，他们的已打到我们，不但打到我们，还放得比我们快。若没有这种大炮，就是古代名将岳飞韩世忠来，也没办法；百万大军，也没办法。并且中国军人打仗，要面对面，看到敌人才好打，如今敌人面都见不到，就打起来，战场老兵也没听说过②。他这种远见，已经明明看出中国武器的不行。但他虽然看出这种危机，却不敢公开说，只能偷着喊：“令岳韩束手，奈何！奈何！”最后结果是，没有人大声疾呼，中国没有改变。
010.史坚如和他的口供真相.txt	4	9	说|杀|革命	1894年中日甲午之战，史坚如十五岁，看到中国丧师割地，愤激说：“大厦覆矣，孰尸其咎？某血性男子，乃背戴民贼以取僇乎？吾将行吾志矣！”又说：“今日中国，正如千年破屋，败坏不可收拾，非尽毁而更新之不为功。”这显然已志在革命；1898年戊戌政变，史坚如十九岁，看到中国在独裁者统治下倒行逆施，更形愤激，说：“天下坏了，此老妇（指西太后）真可杀！”革命之志更决。于是想尽散家财，招募豪杰，以图大举，但以家财有限，孤掌难鸣，无法如愿。乃先进美国人在广州所设的格致书院（岭南大学前身）读书。课目中有物理、化学、天文、地理、数学等科学，与过去在私塾学的试帖八股一类的旧东西，完全不同。尤其是对化学一科，最感兴趣，悉心研究。校中掌教尹士嘉，见他绝顶聪明，能举一反三，特别对他器重。从此史坚如别开一新境界，得知西洋科学文明及世界潮流，并深信革命主张的正确。在课余之暇，即鼓吹革命排满，与同学互相策励。
010.史坚如和他的口供真相.txt	6	9	不料|问|逃|杀|革命	1900年义和团之乱，引起八国联军入中国，史坚如认为机会来了，乃在广州招集同志，预定七月某日发动革命。人数虽然可掌握几千人，可是财力却配不上。史坚如乃同兄妹商量，出售价值三万金的家产，以充军费。不料当时义和团之乱，广州大户都挟资外逃港澳，无人问津，史坚如只好把日期延后，改到八月。到了闰八月十三日（1900年10月6日），郑士良在惠州发难，清廷军队大批东开，前去弹压。史坚如为解除惠州革命党的压力，乃决定暗杀两广总督德寿（由巡抚署理），以乱清廷阵脚。
015.砸掉那铜像！.txt	33	9	问|说|革命	当时摆在邹容面前的救国途径，可以说有两条：一条是革命的路线，一条是维新的路线。毫无疑问的，邹容最先是比较倾向维新的路线。在清末参加维新运动的人物当中，给予邹容影响最大的，是谭嗣同，因为谭嗣同不但著有《仁学》一书，主张冲决网罗，打破一切传统思想的束缚，颇博得一般青年之爱好，而且他是“戊戌政变”中的一个壮烈牺牲者，在清末的维新志士当中，他是被看做富有“侠”的气味的人物。当时有许多青年，确是把《仁学》当做维新运动的“圣经”，而且把谭嗣同个人看成偶像。清末的革命志士蒋大同（有“关外大侠”之称），曾经在“戊戌政变”后，因为读了《仁学》，极慕谭嗣同的为人，改号慕谭，就是一个很好的例子。邹容更是一个非常崇拜谭嗣同的人，他常把谭嗣同的遗像悬在他的座旁，并且作了一首赞美谭嗣同诗：
016.谁忠谁奸.txt	14	9	说|骂|死	“九十老人”生于清朝光绪二年（1876）（应为1877，编者），在中国，这一年生了吴樾、居正、林长民、谭延闿，和同被骂为“卖国贼”的章宗祥。同在这一年，生了司徒雷登和杰克·伦敦，也生了阿登纳。这些人中，最长寿的是阿登纳，他死在1967年，其次就是本文所说的“九十老人”，他于1966年8月4日死在美国密歇根州米特兰城医院，活了九十岁。
001.利玛窦和近代西学的东传.txt	83	8	说|死	利玛窦在中国第二十七年，死在北京，年五十八岁。他死后得到中国皇帝的赐葬，办丧事的庞迪我等传教士，当时在奏疏中要求“赐闲地亩余，或废寺闲房数间”，经皇帝准许后，他们特地找了十天，故意找到一座佛教的庙，把佛像敲碎，“殉葬”给利玛窦，这种作风很有政治的象征作用。正如利玛窦自己曾说过的：“在中国传教最好的方法，就是我死掉。”
